iteration,max_value,screened_compositions
1,1.6287012100607678,"['Cu-0.26-Ag-0.31-Au-0.43', 'Cu-0.33-Ag-0.49-Pb-0.18', 'Cu-0.61-Ag-0.33-Pb-0.06', 'Cu-0.36-Ag-0.16-In-0.48', 'Cu-0.23-Ag-0.15-Cd-0.62', 'Cu-0.23-Ag-0.52-Pb-0.25']"
2,1.7865754628345123,"['Cu-0.99-Ag-0.01', 'Cu-0.97-Ag-0.03', 'Cu-0.90-Ag-0.10', 'Cu-0.93-Ag-0.07', 'Cu-0.88-Ag-0.12', 'Cu-0.89-Ag-0.11']"
3,1.7865754628345123,"['Cu-0.99-Sn-0.01', 'Cu-0.98-Sn-0.02', 'Cu-0.97-Sn-0.01-Au-0.02', 'Cu-0.97-Sn-0.02-Au-0.01', 'Cu-0.98-Sn-0.01-Au-0.01', 'Cu-0.97-Sn-0.02-Pb-0.01']"
4,1.7865754628345123,"['Cu-0.98-Ru-0.02', 'Cu-0.99-Ru-0.01', 'Cu-0.99-Pd-0.01', 'Cu-0.98-Pd-0.02', 'Cu-0.98-Zn-0.02', 'Cu-0.98-Ru-0.01-Cd-0.01']"
5,1.7865754628345123,"['Cu-0.89-Pd-0.11', 'Cu-0.98-Pd-0.01-Cd-0.01', 'Cu-0.65-Pd-0.35', 'Cu-0.64-Pd-0.36', 'Cu-0.63-Pd-0.37', 'Cu-0.62-Pd-0.38']"
6,2.8384155354837177,"['Cu-0.98-Pd-0.01-Ag-0.01', 'Cu-0.98-Pd-0.01-Sn-0.01', 'Cu-0.98-Pd-0.01-In-0.01', 'Cu-0.98-Pd-0.01-Au-0.01', 'Cu-0.98-Pd-0.01-Pb-0.01', 'Cu-0.97-Pd-0.02-Cd-0.01']"
7,2.8384155354837177,"['Co-0.98-Pd-0.01-Cd-0.01', 'Ni-0.98-Pd-0.01-Cd-0.01', 'Co-0.98-Pd-0.01-In-0.01', 'Co-0.98-Pd-0.01-Ag-0.01', 'Ni-0.98-Pd-0.01-Ag-0.01', 'Cu-0.97-Pd-0.02-Au-0.01']"
8,2.8384155354837177,"['Pd-0.98-Ag-0.01-Cd-0.01', 'Cu-0.97-Zn-0.01-Ag-0.02', 'Cu-0.98-Zn-0.01-Ag-0.01', 'Cu-0.98-Zn-0.01-Sn-0.01', 'Cu-0.97-Zn-0.01-Sn-0.02', 'Cu-0.97-Zn-0.02-Ag-0.01']"
9,2.8384155354837177,"['Cu-0.98-Ag-0.02', 'Cu-0.33-Pd-0.66-Ag-0.01', 'Cu-0.17-Pd-0.82-Ag-0.01', 'Cu-0.39-Pd-0.60-Ag-0.01', 'Cu-0.14-Pd-0.85-Ag-0.01', 'Cu-0.48-Pd-0.51-Ag-0.01']"
10,2.8384155354837177,"['Pd-0.98-Ag-0.01-Sn-0.01', 'Pd-0.98-Ag-0.01-Pb-0.01', 'Pd-0.98-Au-0.01-Pb-0.01', 'Pd-0.98-Ag-0.01-Au-0.01', 'Pd-0.97-Ag-0.02-Pb-0.01', 'Cu-0.98-Ag-0.01-Sn-0.01']"
