iteration,max_value,screened_compositions
1,1.6287012100607678,['Cu-0.33-Pd-0.65-Ag-0.02']
2,1.6287012100607678,['Cu-0.05-Ag-0.72-Sn-0.23']
3,1.6287012100607678,['Cu-0.56-Pd-0.30-Pb-0.14']
4,1.6287012100607678,['Cu-0.40-Ag-0.53-Sn-0.07']
5,1.6287012100607678,['Cu-0.51-Pd-0.48-Au-0.01']
6,1.6287012100607678,['Cu-0.53-Pd-0.46-Au-0.01']
7,1.6287012100607678,['Cu-0.51-Pd-0.49']
8,1.6287012100607678,['Cu-0.52-Pd-0.48']
9,1.6287012100607678,['Cu-0.51-Cd-0.48-Au-0.01']
10,1.6287012100607678,['Cu-0.53-Ag-0.46-Au-0.01']
11,1.6287012100607678,['Cu-0.52-Ag-0.46-Au-0.02']
12,1.6287012100607678,['Cu-0.52-Ag-0.47-Au-0.01']
13,1.6287012100607678,['Cu-0.58-Pd-0.04-Pb-0.38']
14,1.6287012100607678,['Cu-0.54-Ag-0.45-Au-0.01']
15,1.6287012100607678,['Cu-0.52-Pd-0.47-Au-0.01']
16,1.6287012100607678,['Cu-0.52-Ru-0.46-Au-0.02']
17,1.6287012100607678,['Cu-0.52-In-0.47-Au-0.01']
18,1.6287012100607678,['Cu-0.52-Ru-0.47-Au-0.01']
19,1.6287012100607678,['Mn-0.52-Ag-0.47-Au-0.01']
20,1.6287012100607678,['Cu-0.52-Pd-0.08-Au-0.40']
21,1.6287012100607678,['Cu-0.51-Ag-0.49']
22,1.6287012100607678,['Cu-0.53-Ru-0.39-Ag-0.08']
23,1.6287012100607678,['Cu-0.42-Pd-0.57-Au-0.01']
24,1.6287012100607678,['Cu-0.50-Sn-0.49-Au-0.01']
25,1.6287012100607678,['Pd-0.51-Ag-0.48-Au-0.01']
26,1.6287012100607678,['Pd-0.50-Ag-0.49-Au-0.01']
27,1.6287012100607678,['Cu-0.50-Ru-0.49-Au-0.01']
28,1.6287012100607678,['Cu-0.42-Ag-0.58']
29,1.6287012100607678,['Pd-0.52-Ag-0.47-Au-0.01']
30,1.6287012100607678,['Cu-0.52-Zn-0.47-Au-0.01']
31,1.6287012100607678,['Cu-0.56-Pd-0.18-Pb-0.26']
32,1.6287012100607678,['Cu-0.56-Pd-0.43-Au-0.01']
33,1.6287012100607678,['Cu-0.51-Sn-0.42-Au-0.07']
34,1.6287012100607678,['Cu-0.51-Pd-0.19-Au-0.30']
35,1.6287012100607678,['Cu-0.50-Cd-0.47-Au-0.03']
36,1.6287012100607678,['Cu-0.43-Cd-0.51-Au-0.06']
37,1.6287012100607678,['Cu-0.53-Pd-0.46-Pb-0.01']
38,1.6287012100607678,['Cu-0.63-Ag-0.35-Cd-0.02']
39,1.6287012100607678,['Cu-0.66-Ag-0.32-Au-0.02']
40,1.6287012100607678,['Cu-0.81-Pd-0.18-Au-0.01']
41,1.6287012100607678,['Cu-0.50-Ag-0.44-Au-0.06']
42,1.6287012100607678,['Cu-0.82-Pd-0.13-Au-0.05']
43,1.6287012100607678,['Cu-0.42-Sn-0.58']
44,1.6287012100607678,['Cu-0.42-Pd-0.58']
45,1.6287012100607678,['Cu-0.79-Ag-0.20-Au-0.01']
46,1.6287012100607678,['Mn-0.53-Pd-0.46-Au-0.01']
47,1.6287012100607678,['Fe-0.52-Pd-0.47-Au-0.01']
48,1.6287012100607678,['Mn-0.51-Cu-0.44-Au-0.05']
49,1.6287012100607678,['Cu-0.59-Pd-0.40-Sn-0.01']
50,1.6287012100607678,['Zn-0.51-Pd-0.44-Au-0.05']
51,1.6287012100607678,['Cu-0.50-Pd-0.49-Cd-0.01']
52,1.6287012100607678,['Cu-0.50-Pd-0.49-In-0.01']
53,1.6287012100607678,['Cu-0.49-Pd-0.49-In-0.02']
54,1.6287012100607678,['Cu-0.50-Pd-0.48-In-0.02']
55,1.6287012100607678,['Cu-0.53-Ag-0.47']
56,1.6287012100607678,['Cu-0.53-Ag-0.43-In-0.04']
57,1.6287012100607678,['Cu-0.50-Pd-0.47-Au-0.03']
58,1.6287012100607678,['Cu-0.50-Pd-0.43-In-0.07']
59,1.6287012100607678,['Cu-0.49-Pd-0.49-Au-0.02']
60,1.6287012100607678,['Cu-0.49-Pd-0.48-Au-0.03']
61,1.6287012100607678,['Cu-0.53-Pd-0.43-Ag-0.04']
62,1.6287012100607678,['Cu-0.49-Pd-0.50-In-0.01']
63,1.6287012100607678,['Cu-0.08-Pd-0.90-Au-0.02']
64,1.6287012100607678,['Cu-0.55-Ag-0.42-In-0.03']
65,1.6287012100607678,['Cu-0.49-Pd-0.50-Au-0.01']
66,1.6287012100607678,['Cu-0.42-Pd-0.56-Au-0.02']
67,1.6287012100607678,['Cu-0.41-Pd-0.57-Au-0.02']
68,1.6287012100607678,['Cu-0.55-Pd-0.44-Au-0.01']
69,1.6287012100607678,['Cu-0.13-Pd-0.86-Au-0.01']
70,1.6287012100607678,['Cu-0.43-Ru-0.57']
71,1.6287012100607678,['Cu-0.49-Pd-0.50-Sn-0.01']
72,1.6287012100607678,['Cu-0.47-Pd-0.50-Au-0.03']
73,1.6287012100607678,['Cu-0.42-Pd-0.48-Au-0.10']
74,1.6287012100607678,['Cu-0.47-Pd-0.51-Sn-0.02']
75,1.6287012100607678,['Cu-0.42-Pd-0.52-Au-0.06']
76,1.6287012100607678,['Cu-0.50-Sn-0.42-Pb-0.08']
77,1.6287012100607678,['Cu-0.53-Ru-0.46-Ag-0.01']
78,1.6287012100607678,['Cu-0.41-Ag-0.57-Cd-0.02']
79,1.6287012100607678,['Cu-0.41-Ag-0.57-In-0.02']
80,1.6287012100607678,['Cu-0.41-Ag-0.56-In-0.03']
81,1.6287012100607678,['Pd-0.49-Ag-0.49-Au-0.02']
82,1.6287012100607678,['Cu-0.41-Ag-0.56-Cd-0.03']
83,1.6287012100607678,['Cu-0.41-Ag-0.57-Pb-0.02']
84,1.6287012100607678,['Cu-0.03-Pd-0.95-Cd-0.02']
85,1.6287012100607678,['Cu-0.41-Pd-0.58-Cd-0.01']
