iteration,max_value,screened_compositions
1,1.6287012100607678,['Cu-0.22-Ag-0.46-Sn-0.32']
2,1.6287012100607678,['Cu-0.11-Ag-0.68-In-0.21']
3,1.6287012100607678,['Cu-0.07-Pd-0.67-Ag-0.26']
4,1.6287012100607678,['Cu-0.41-Sn-0.39-Au-0.20']
5,1.7133667166442246,['Cu-0.99-Pd-0.01']
6,1.7133667166442246,['Cu-0.67-Pd-0.33']
7,1.7133667166442246,['Cu-0.99-Sn-0.01']
8,2.3810830506953904,['Cu-0.96-Pd-0.04']
9,2.3810830506953904,['Cu-0.98-Pd-0.02']
10,2.3810830506953904,['Cu-0.98-Pd-0.01-Pb-0.01']
11,2.3810830506953904,['Cu-0.97-Ru-0.03']
12,2.3810830506953904,['Cu-0.96-Pd-0.02-Pb-0.02']
13,2.3810830506953904,['Cu-0.98-Cd-0.01-Sn-0.01']
14,2.3810830506953904,['Cu-0.98-Cd-0.01-Pb-0.01']
15,2.3810830506953904,['Cu-0.97-Pd-0.03']
16,2.3810830506953904,['Cu-0.98-Cd-0.01-In-0.01']
17,2.3810830506953904,['Cu-0.70-Pd-0.01-Ag-0.29']
18,2.3810830506953904,['Cu-0.97-Ag-0.03']
19,2.3810830506953904,['Cu-0.99-Pb-0.01']
20,2.3810830506953904,['Cu-0.97-Cd-0.03']
21,2.3810830506953904,['Cu-0.96-Zn-0.04']
22,2.3810830506953904,['Cu-0.96-Ag-0.03-In-0.01']
23,2.3810830506953904,['Cu-0.53-Pd-0.47']
24,2.3810830506953904,['Cu-0.98-Ag-0.02']
25,2.3810830506953904,['Pd-0.97-Ag-0.02-Sn-0.01']
26,2.3810830506953904,['Cu-0.67-Ag-0.33']
27,2.3810830506953904,['Cu-0.69-Ag-0.31']
28,2.3810830506953904,['Cu-0.98-Ru-0.02']
29,2.3810830506953904,['Cu-0.54-Pd-0.46']
30,2.3810830506953904,['Cu-0.68-Pd-0.32']
31,2.3810830506953904,['Cu-0.69-Pd-0.31']
32,2.3810830506953904,['Cu-0.96-Ag-0.04']
33,2.3810830506953904,['Cu-0.99-Au-0.01']
34,2.3810830506953904,['Cu-0.98-Au-0.02']
35,2.3810830506953904,['Mn-0.96-Ag-0.03-In-0.01']
36,2.3810830506953904,['Cu-0.16-Pd-0.84']
37,2.3810830506953904,['Cu-0.99-Ag-0.01']
38,2.3810830506953904,['Cu-0.96-Sn-0.04']
