iteration,max_value,screened_compositions
1,1.6287012100607678,['Cu-0.17-Pd-0.08-Ag-0.75']
2,1.6287012100607678,['Cu-0.25-Pd-0.14-In-0.61']
3,1.6287012100607678,['Cu-0.21-Ag-0.65-Pb-0.14']
4,1.6287012100607678,['Cu-0.22-Ag-0.75-Pb-0.03']
5,1.6287012100607678,['Cu-0.69-Pd-0.22-Au-0.09']
6,1.6287012100607678,['Cu-0.43-Pd-0.11-In-0.46']
7,1.6287012100607678,['Cu-0.56-Pd-0.10-In-0.34']
8,1.6287012100607678,['Cu-0.45-Ag-0.53-Sn-0.02']
9,1.6287012100607678,['Cu-0.81-Sn-0.12-Au-0.07']
10,1.6287012100607678,['Cu-0.21-Ag-0.79']
11,1.6287012100607678,['Cu-0.90-Ag-0.08-In-0.02']
12,1.6287012100607678,['Cu-0.54-Pd-0.46']
13,1.6287012100607678,['Cu-0.52-Pd-0.48']
14,1.6287012100607678,['Cu-0.51-Pd-0.48-Au-0.01']
15,1.6287012100607678,['Cu-0.51-Pd-0.49']
16,1.6287012100607678,['Cu-0.22-Ag-0.78']
17,1.6287012100607678,['Cu-0.21-Pd-0.78-Au-0.01']
18,1.6287012100607678,['Cu-0.35-Sn-0.65']
19,1.6287012100607678,['Cu-0.51-Ru-0.49']
20,1.6287012100607678,['Cu-0.30-Pd-0.62-Sn-0.08']
21,1.6287012100607678,['Cu-0.52-Ag-0.48']
22,1.6287012100607678,['Cu-0.39-Pd-0.51-Au-0.10']
23,1.6287012100607678,['Cu-0.49-Pd-0.50-Pb-0.01']
24,1.6287012100607678,['Cu-0.51-Pd-0.39-Au-0.10']
25,1.6287012100607678,['Cu-0.49-Cd-0.49-Au-0.02']
26,1.6287012100607678,['Cu-0.50-Pd-0.49-Ag-0.01']
27,1.6287012100607678,['Cu-0.51-Ag-0.49']
28,1.6287012100607678,['Cu-0.51-Ag-0.48-Sn-0.01']
29,1.6287012100607678,['Cu-0.53-Ag-0.45-Sn-0.02']
30,1.6287012100607678,['Cu-0.52-Ag-0.46-Sn-0.02']
31,1.6287012100607678,['Cu-0.52-Pd-0.45-Ag-0.03']
32,1.6287012100607678,['Cu-0.52-Pd-0.45-Sn-0.03']
33,1.6287012100607678,['Cu-0.51-Pd-0.48-Ag-0.01']
34,1.6287012100607678,['Cu-0.51-Cd-0.48-Sn-0.01']
35,1.6287012100607678,['Cu-0.53-Pd-0.40-Ag-0.07']
36,1.6287012100607678,['Cu-0.52-Pd-0.41-Ag-0.07']
37,1.6287012100607678,['Pd-0.46-Ag-0.49-Sn-0.05']
38,1.6287012100607678,['Pd-0.50-Ag-0.44-Sn-0.06']
39,1.6287012100607678,['Cu-0.50-Pd-0.47-Ag-0.03']
40,1.6287012100607678,['Ni-0.51-Pd-0.47-Ag-0.02']
41,1.6287012100607678,['Pd-0.82-Ag-0.12-Sn-0.06']
42,1.6287012100607678,['Cu-0.52-Pd-0.46-Au-0.02']
43,1.6287012100607678,['Mn-0.55-Pd-0.44-Cd-0.01']
44,1.6287012100607678,['Co-0.52-Pd-0.46-Ag-0.02']
45,1.6287012100607678,['Cu-0.53-Pd-0.46-Sn-0.01']
46,1.6287012100607678,['Cu-0.53-Pd-0.45-Au-0.02']
47,1.6287012100607678,['Cu-0.53-Pd-0.41-Au-0.06']
48,1.6287012100607678,['Cu-0.69-Pd-0.30-Au-0.01']
49,1.6287012100607678,['Zn-0.52-Pd-0.47-Ag-0.01']
50,1.6287012100607678,['Cu-0.50-Zn-0.49-Ag-0.01']
51,1.6287012100607678,['Cu-0.54-Pd-0.43-Au-0.03']
52,1.6287012100607678,['Cu-0.54-Pd-0.42-Au-0.04']
53,1.6287012100607678,['Cu-0.50-Pd-0.48-Ag-0.02']
54,1.6287012100607678,['Cu-0.55-Pd-0.43-Ag-0.02']
55,1.6287012100607678,['Cu-0.54-Ag-0.46']
56,1.6287012100607678,['Cu-0.49-Pd-0.45-Ag-0.06']
57,1.6287012100607678,['Cu-0.24-Pd-0.45-Au-0.31']
58,1.6287012100607678,['Cu-0.51-Sn-0.48-Au-0.01']
59,1.6287012100607678,['Cu-0.51-Sn-0.47-Au-0.02']
60,1.6287012100607678,['Cu-0.51-Sn-0.47-Pb-0.02']
61,1.6287012100607678,['Cu-0.49-Pd-0.49-Sn-0.02']
62,1.6287012100607678,['Cu-0.52-Pd-0.46-Ag-0.02']
63,1.6287012100607678,['Cu-0.53-Pd-0.41-Ag-0.06']
64,1.6287012100607678,['Cu-0.51-Sn-0.43-Au-0.06']
65,1.6287012100607678,['Cu-0.52-Sn-0.42-Au-0.06']
66,1.6287012100607678,['Pd-0.52-Ag-0.47-Sn-0.01']
67,1.6287012100607678,['Cu-0.51-Ag-0.44-Au-0.05']
68,1.6287012100607678,['Cu-0.50-Pd-0.46-Sn-0.04']
69,1.6287012100607678,['Cu-0.50-Pd-0.48-In-0.02']
70,1.6287012100607678,['Cu-0.50-Pd-0.47-In-0.03']
71,1.6287012100607678,['Cu-0.50-Au-0.48-Pb-0.02']
72,1.6287012100607678,['Cu-0.50-Ag-0.47-In-0.03']
73,1.6287012100607678,['Cu-0.47-Pd-0.48-Cd-0.05']
74,1.6287012100607678,['Cu-0.50-Pd-0.46-Pb-0.04']
75,1.6287012100607678,['Cu-0.50-Ag-0.47-Cd-0.03']
76,1.6287012100607678,['Cu-0.49-Ag-0.49-Cd-0.02']
77,1.6287012100607678,['Cu-0.50-Ag-0.49-In-0.01']
78,1.6287012100607678,['Cu-0.51-In-0.48-Au-0.01']
79,1.6287012100607678,['Cu-0.49-Ag-0.49-In-0.02']
80,1.6287012100607678,['Cu-0.48-Ag-0.49-Cd-0.03']
81,1.6287012100607678,['Cu-0.53-In-0.45-Au-0.02']
82,1.6287012100607678,['Cu-0.50-Ag-0.49-Cd-0.01']
83,1.6287012100607678,['Cu-0.48-Ag-0.49-In-0.03']
84,1.6287012100607678,['Cu-0.51-Cd-0.47-In-0.02']
85,1.6287012100607678,['Cu-0.50-Pd-0.47-Sn-0.03']
86,1.6287012100607678,['Co-0.50-Ag-0.49-In-0.01']
87,1.6287012100607678,['Cu-0.44-Pd-0.56']
88,1.6287012100607678,['Mn-0.47-Cd-0.47-Au-0.06']
89,1.6287012100607678,['Cu-0.51-Sn-0.49']
90,1.6287012100607678,['Cu-0.50-Au-0.49-Pb-0.01']
91,1.6287012100607678,['Cu-0.47-Sn-0.49-Au-0.04']
92,1.6287012100607678,['Cu-0.40-Sn-0.56-Au-0.04']
93,1.6287012100607678,['Cu-0.46-Sn-0.48-Au-0.06']
94,1.6287012100607678,['Cu-0.54-Pd-0.40-In-0.06']
95,1.6287012100607678,['Cu-0.49-Pd-0.51']
96,1.6287012100607678,['Cu-0.54-Ag-0.39-In-0.07']
97,1.6287012100607678,['Cu-0.55-Cd-0.45']
