iteration,max_value,screened_compositions
1,1.6287012100607678,['Cu-0.22-Ag-0.41-Au-0.37']
2,1.6287012100607678,['Cu-0.31-Pd-0.01-In-0.68']
3,1.6287012100607678,['Cu-0.31-Ag-0.01-Pb-0.68']
4,1.6287012100607678,['Cu-0.76-Ag-0.20-Cd-0.04']
5,1.6287012100607678,['Cu-0.36-Ag-0.64']
6,1.6287012100607678,['Cu-0.31-Pd-0.01-Cd-0.68']
7,1.6287012100607678,['Cu-0.31-Ag-0.01-In-0.68']
8,1.6287012100607678,['Cu-0.95-Pd-0.02-In-0.03']
9,1.6287012100607678,['Cu-0.77-Ag-0.20-Cd-0.03']
10,1.6287012100607678,['Cu-0.75-Pd-0.25']
11,1.6287012100607678,['Cu-0.14-Ru-0.01-In-0.85']
12,1.6287012100607678,['Cu-0.31-Ru-0.01-Sn-0.68']
13,1.6287012100607678,['Cu-0.72-Ag-0.25-Cd-0.03']
14,1.6287012100607678,['Cu-0.45-Ag-0.55']
15,1.6287012100607678,['Cu-0.47-Pd-0.53']
16,1.6287012100607678,['Cu-0.32-Ru-0.56-In-0.12']
17,1.6287012100607678,['Cu-0.40-Pd-0.59-Pb-0.01']
18,1.6287012100607678,['Cu-0.73-Pd-0.27']
19,1.6287012100607678,['Cu-0.72-Ag-0.25-Sn-0.03']
20,1.6287012100607678,['Cu-0.49-Ag-0.50-Cd-0.01']
21,1.6287012100607678,['Cu-0.55-Ag-0.45']
22,1.6287012100607678,['Cu-0.47-Ag-0.52-Cd-0.01']
23,1.6287012100607678,['Co-0.45-Zn-0.54-In-0.01']
24,1.6287012100607678,['Cu-0.54-Pd-0.44-Cd-0.02']
25,1.6287012100607678,['Cu-0.51-Pd-0.44-Cd-0.05']
26,1.6287012100607678,['Cu-0.50-Pd-0.49-Cd-0.01']
27,1.6287012100607678,['Cu-0.50-Pd-0.48-Cd-0.02']
28,1.6287012100607678,['Cu-0.49-Pd-0.49-Cd-0.02']
29,1.6287012100607678,['Cu-0.42-Pd-0.57-Sn-0.01']
30,1.6287012100607678,['Cu-0.72-Pd-0.27-Cd-0.01']
31,1.6287012100607678,['Cu-0.49-Pd-0.40-In-0.11']
32,1.6287012100607678,['Cu-0.49-Pd-0.40-Sn-0.11']
33,1.6287012100607678,['Cu-0.50-Pd-0.48-In-0.02']
34,1.6287012100607678,['Cu-0.49-Sn-0.49-Pb-0.02']
35,1.6287012100607678,['Cu-0.33-Ru-0.65-In-0.02']
36,1.6287012100607678,['Cu-0.56-Pd-0.42-In-0.02']
37,1.6287012100607678,['Cu-0.51-Ag-0.49']
38,1.6287012100607678,['Pd-0.52-Ag-0.48']
39,1.6287012100607678,['Cu-0.50-Ag-0.49-Pb-0.01']
40,1.6287012100607678,['Cu-0.49-Cd-0.49-In-0.02']
41,1.6287012100607678,['Cu-0.50-Pd-0.48-Sn-0.02']
42,1.6287012100607678,['Ni-0.50-Pd-0.48-Cd-0.02']
43,1.6287012100607678,['Zn-0.50-Pd-0.48-Cd-0.02']
44,1.6287012100607678,['Cu-0.06-Pd-0.92-Cd-0.02']
45,1.6287012100607678,['Cu-0.54-Ag-0.46']
46,1.6287012100607678,['Cu-0.22-Pd-0.66-In-0.12']
47,2.262014800208158,['Cu-0.97-Pd-0.01-In-0.02']
48,2.262014800208158,['Cu-0.98-Pd-0.01-In-0.01']
49,2.262014800208158,['Cu-0.97-Pd-0.02-In-0.01']
50,2.899596808769319,['Cu-0.96-Pd-0.03-In-0.01']
51,2.899596808769319,['Cu-0.96-Pd-0.02-In-0.02']
52,2.899596808769319,['Cu-0.95-Pd-0.04-In-0.01']
53,2.899596808769319,['Cu-0.98-Ru-0.01-Sn-0.01']
54,2.899596808769319,['Cu-0.98-Pd-0.01-Pb-0.01']
55,2.899596808769319,['Cu-0.97-Pd-0.01-Cd-0.02']
56,2.899596808769319,['Cu-0.72-Pd-0.27-In-0.01']
57,2.899596808769319,['Cu-0.49-Ag-0.51']
58,2.899596808769319,['Cu-0.89-Pd-0.10-In-0.01']
59,2.899596808769319,['Cu-0.84-Pd-0.15-In-0.01']
60,2.899596808769319,['Cu-0.97-Pd-0.03']
61,2.899596808769319,['Cu-0.95-Pd-0.05']
62,2.899596808769319,['Cu-0.96-Pd-0.04']
63,2.899596808769319,['Cu-0.98-Pd-0.02']
