iteration,max_value,screened_compositions
0,1.6287012100607678,"['Cu-0.14-Ag-0.01-Cd-0.85', 'Cu-0.07-Ag-0.49-Pb-0.44', 'Cu-0.56-Ag-0.28-Cd-0.16', 'Cu-0.02-Ag-0.21-Au-0.77', 'Cu-0.62-Ag-0.11-Au-0.27', 'Cu-0.57-Ag-0.06-Cd-0.37', 'Cu-0.14-Ag-0.23-Cd-0.63', 'Cu-0.50-Ag-0.16-Au-0.34', 'Cu-0.54-Ag-0.45-Sn-0.01', 'Cu-0.52-Ag-0.33-Au-0.15', 'Cu-0.51-Ag-0.18-Pb-0.31', 'Cu-0.07-Ag-0.38-Sn-0.55', 'Cu-0.88-Ag-0.09-Au-0.03', 'Cu-0.24-Ag-0.06-Au-0.70', 'Cu-0.22-Ag-0.44-Au-0.34', 'Cu-0.20-Ag-0.01-Sn-0.79', 'Cu-0.40-Ag-0.11-In-0.49', 'Cu-0.53-Ag-0.16-Pb-0.31', 'Cu-0.68-Ag-0.26-In-0.06', 'Cu-0.26-Ag-0.02-Pb-0.72', 'Cu-0.57-Ag-0.01-Sn-0.42', 'Cu-0.34-Ag-0.39-Au-0.27', 'Cu-0.30-Ag-0.14-In-0.56', 'Cu-0.04-Ag-0.20-Sn-0.76', 'Cu-0.72-Ag-0.10-Sn-0.18', 'Cu-0.61-Ag-0.27-Sn-0.12', 'Cu-0.23-Ag-0.11-In-0.66', 'Cu-0.39-Ag-0.13-Sn-0.48', 'Cu-0.63-Ag-0.17-Sn-0.20', 'Cu-0.62-Ag-0.34-Au-0.04']"
1,2.3810830506953904,"['Cu-0.95-Pd-0.05', 'Cu-0.96-Pd-0.04', 'Cu-0.97-Pd-0.03', 'Cu-0.98-Pd-0.02', 'Cu-0.92-Pd-0.08', 'Cu-0.93-Pd-0.07', 'Cu-0.94-Pd-0.06', 'Cu-0.99-Pd-0.01', 'Cu-0.57-Pd-0.43', 'Cu-0.58-Pd-0.42', 'Cu-0.59-Pd-0.41', 'Cu-0.60-Pd-0.40', 'Cu-0.53-Pd-0.47', 'Cu-0.54-Pd-0.46', 'Cu-0.55-Pd-0.45', 'Cu-0.56-Pd-0.44', 'Cu-0.52-Pd-0.48', 'Cu-0.93-Pd-0.05-Au-0.02', 'Cu-0.94-Pd-0.04-Au-0.02', 'Cu-0.94-Pd-0.05-Au-0.01', 'Cu-0.95-Pd-0.03-Au-0.02', 'Cu-0.95-Pd-0.04-Au-0.01', 'Cu-0.96-Pd-0.02-Au-0.02', 'Cu-0.96-Pd-0.03-Au-0.01', 'Cu-0.97-Pd-0.02-Au-0.01', 'Cu-0.91-Pd-0.09', 'Cu-0.91-Pd-0.08-Au-0.01', 'Cu-0.90-Pd-0.08-Au-0.02', 'Cu-0.93-Pd-0.06-Au-0.01', 'Cu-0.91-Pd-0.07-Au-0.02']"
2,2.3810830506953904,"['Cu-0.99-Ag-0.01', 'Cu-0.98-Ag-0.02', 'Cu-0.97-Ag-0.03', 'Cu-0.96-Ag-0.04', 'Cu-0.98-Ag-0.01-Au-0.01', 'Cu-0.95-Ru-0.03-Au-0.02', 'Cu-0.95-Sn-0.03-Au-0.02', 'Cu-0.97-Ag-0.02-Au-0.01', 'Cu-0.95-Sn-0.05', 'Cu-0.95-Ag-0.05', 'Cu-0.97-Sn-0.02-Au-0.01', 'Cu-0.97-Ag-0.02-Sn-0.01', 'Cu-0.98-Ag-0.01-Cd-0.01', 'Cu-0.98-Sn-0.01-Au-0.01', 'Cu-0.98-Ag-0.01-Sn-0.01', 'Cu-0.97-Ag-0.02-Cd-0.01', 'Cu-0.95-Sn-0.04-Au-0.01', 'Pd-0.97-Ag-0.03', 'Cu-0.97-Sn-0.03', 'Pd-0.98-Ag-0.02', 'Pd-0.99-Ag-0.01', 'Cu-0.98-Sn-0.02', 'Cu-0.99-Sn-0.01', 'Cu-0.96-Ag-0.03-Sn-0.01', 'Cu-0.96-Ag-0.03-Au-0.01', 'Cu-0.96-Ag-0.03-Cd-0.01', 'Pd-0.96-Ag-0.03-Au-0.01', 'Pd-0.97-Ag-0.02-Au-0.01', 'Cu-0.96-Sn-0.03-Au-0.01', 'Pd-0.98-Ag-0.01-Au-0.01']"
3,2.3810830506953904,"['Cu-0.96-Pd-0.01-Sn-0.03', 'Cu-0.98-Pb-0.02', 'Cu-0.96-Pd-0.01-Au-0.03', 'Cu-0.96-Pb-0.04', 'Cu-0.99-Pb-0.01', 'Cu-0.97-Pb-0.03', 'Cu-0.96-Pd-0.01-Ag-0.03', 'Cu-0.96-Pd-0.01-In-0.03', 'Cu-0.51-Ag-0.49', 'Cu-0.98-Au-0.01-Pb-0.01', 'Cu-0.96-Ag-0.01-Sn-0.03', 'Cu-0.40-Ag-0.60', 'Cu-0.41-Ag-0.59', 'Cu-0.42-Ag-0.58', 'Cu-0.43-Ag-0.57', 'Cu-0.44-Ag-0.56', 'Cu-0.45-Ag-0.55', 'Cu-0.46-Ag-0.54', 'Cu-0.47-Ag-0.53', 'Cu-0.48-Ag-0.52', 'Cu-0.49-Ag-0.51', 'Cu-0.99-Ru-0.01', 'Cu-0.95-Ru-0.01-Au-0.04', 'Cu-0.40-Pd-0.60', 'Cu-0.42-Pd-0.58', 'Cu-0.46-Pd-0.54', 'Cu-0.47-Pd-0.53', 'Cu-0.48-Pd-0.52', 'Cu-0.45-Pd-0.55', 'Cu-0.49-Pd-0.51']"
4,2.3810830506953904,"['Cu-0.96-Au-0.04', 'Cu-0.97-Au-0.03', 'Cu-0.98-Au-0.02', 'Cu-0.99-Au-0.01', 'Cu-0.97-Cd-0.03', 'Cu-0.96-Au-0.03-Pb-0.01', 'Cu-0.96-Cd-0.04', 'Cu-0.98-Cd-0.02', 'Cu-0.99-Cd-0.01', 'Cu-0.96-Au-0.02-Pb-0.02', 'Cu-0.98-Cd-0.01-Au-0.01', 'Cu-0.98-Cd-0.01-Sn-0.01', 'Cu-0.95-Au-0.05', 'Cu-0.97-Au-0.02-Pb-0.01', 'Cu-0.96-Au-0.01-Pb-0.03', 'Cu-0.96-Cd-0.03-Sn-0.01', 'Cu-0.97-In-0.03', 'Cu-0.96-Cd-0.03-Au-0.01', 'Cu-0.97-Au-0.01-Pb-0.02', 'Cu-0.98-Cd-0.01-In-0.01', 'Cu-0.98-Cd-0.01-Pb-0.01', 'Cu-0.98-Zn-0.01-Ag-0.01', 'Cu-0.98-Zn-0.01-Sn-0.01', 'Cu-0.97-Zn-0.03', 'Cu-0.98-Zn-0.01-Cd-0.01', 'Cu-0.96-Cd-0.02-Au-0.02', 'Cu-0.96-Zn-0.01-Ag-0.03', 'Cu-0.96-Cd-0.01-Au-0.03', 'Cu-0.98-Zn-0.01-Ru-0.01', 'Cu-0.97-Cd-0.02-Sn-0.01']"
5,3.0044538958460127,"['Cu-0.98-In-0.02', 'Cu-0.97-In-0.02-Au-0.01', 'Cu-0.97-In-0.02-Sn-0.01', 'Cu-0.99-In-0.01', 'Cu-0.97-In-0.01-Au-0.02', 'Cu-0.97-In-0.01-Sn-0.02', 'Cu-0.96-In-0.04', 'Cu-0.95-In-0.05', 'Cu-0.98-In-0.01-Au-0.01', 'Cu-0.98-In-0.01-Sn-0.01', 'Cu-0.97-In-0.02-Pb-0.01', 'Cu-0.96-In-0.02-Sn-0.02', 'Cu-0.96-In-0.02-Au-0.02', 'Cu-0.97-In-0.01-Pb-0.02', 'Cu-0.53-Cd-0.47', 'Cu-0.96-In-0.03-Sn-0.01', 'Cu-0.52-Cd-0.48', 'Cu-0.54-Cd-0.46', 'Cu-0.95-In-0.03-Sn-0.02', 'Cu-0.54-Cd-0.45-In-0.01', 'Cu-0.53-Cd-0.46-In-0.01', 'Cu-0.52-Sn-0.48', 'Cu-0.52-Cd-0.47-In-0.01', 'Cu-0.97-Ru-0.02-Cd-0.01', 'Mn-0.97-Sn-0.02-Au-0.01', 'Cu-0.98-Ru-0.01-Cd-0.01', 'Cu-0.96-In-0.03-Au-0.01', 'Mn-0.97-Sn-0.01-Au-0.02', 'Cu-0.53-Sn-0.47', 'Mn-0.97-Sn-0.01-Pb-0.02']"
6,3.0044538958460127,"['Ni-0.98-Zn-0.01-Ag-0.01', 'Ni-0.98-Zn-0.01-Ru-0.01', 'Ni-0.99-Pb-0.01', 'Ni-0.98-Pb-0.02', 'Ni-0.95-Pb-0.05', 'Ni-0.96-Pb-0.04', 'Co-0.98-Pd-0.01-Ag-0.01', 'Cu-0.50-Ag-0.49-In-0.01', 'Co-0.98-In-0.01-Au-0.01', 'Cu-0.50-Ag-0.49-Au-0.01', 'Cu-0.50-Ag-0.49-Cd-0.01', 'Ni-0.98-Zn-0.01-Cd-0.01', 'Ni-0.97-Pb-0.03', 'Ni-0.99-In-0.01', 'Pd-0.97-Sn-0.03', 'Ni-0.98-Zn-0.01-In-0.01', 'Ni-0.98-In-0.02', 'Co-0.98-In-0.02', 'Co-0.99-In-0.01', 'Ni-0.98-Zn-0.01-Au-0.01', 'Co-0.98-Zn-0.01-Ag-0.01', 'Cu-0.50-Ag-0.49-Sn-0.01', 'Co-0.98-Cu-0.01-Ag-0.01', 'Cu-0.48-Ru-0.51-Cd-0.01', 'Ni-0.98-Zn-0.01-Pd-0.01', 'Cu-0.45-Ru-0.54-Cd-0.01', 'Ni-0.99-Zn-0.01', 'Mn-0.98-Ag-0.01-Cd-0.01', 'Cu-0.46-Ru-0.53-Cd-0.01', 'Cu-0.48-Ru-0.51-Ag-0.01']"
7,3.0044538958460127,"['Cu-0.98-Pd-0.01-Ag-0.01', 'Cu-0.95-Pd-0.03-Ag-0.02', 'Cu-0.50-Ag-0.48-In-0.02', 'Cu-0.95-Pd-0.03-Sn-0.02', 'Cu-0.98-Pd-0.01-Cd-0.01', 'Pd-0.20-In-0.02-Sn-0.78', 'Pd-0.21-In-0.02-Sn-0.77', 'Pd-0.22-In-0.02-Sn-0.76', 'Pd-0.23-In-0.02-Sn-0.75', 'Pd-0.24-In-0.02-Sn-0.74', 'Pd-0.25-In-0.02-Sn-0.73', 'Pd-0.26-In-0.02-Sn-0.72', 'Pd-0.27-In-0.02-Sn-0.71', 'Pd-0.28-In-0.02-Sn-0.70', 'Cu-0.98-Ag-0.01-In-0.01', 'Pd-0.20-In-0.01-Sn-0.79', 'Pd-0.21-In-0.01-Sn-0.78', 'Pd-0.22-In-0.01-Sn-0.77', 'Pd-0.23-In-0.01-Sn-0.76', 'Pd-0.24-In-0.01-Sn-0.75', 'Pd-0.25-In-0.01-Sn-0.74', 'Pd-0.26-In-0.01-Sn-0.73', 'Pd-0.27-In-0.01-Sn-0.72', 'Pd-0.28-In-0.01-Sn-0.71', 'Pd-0.29-In-0.01-Sn-0.70', 'Pd-0.16-In-0.02-Sn-0.82', 'Pd-0.14-In-0.02-Sn-0.84', 'Pd-0.19-In-0.02-Sn-0.79', 'Pd-0.15-In-0.02-Sn-0.83', 'Pd-0.18-In-0.02-Sn-0.80']"
8,3.0044538958460127,"['Cu-0.95-Ag-0.04-In-0.01', 'Mn-0.96-In-0.04', 'Mn-0.98-In-0.02', 'Mn-0.95-In-0.05', 'Cu-0.90-Pd-0.03-Ag-0.07', 'Cu-0.88-Pd-0.03-Ag-0.09', 'Cu-0.89-Pd-0.03-Ag-0.08', 'Cu-0.93-Pd-0.03-Ag-0.04', 'Cu-0.95-Pd-0.01-Ag-0.04', 'Fe-0.98-In-0.02', 'Cu-0.94-Pd-0.01-Ag-0.05', 'Cu-0.88-Pd-0.03-Cd-0.09', 'Cu-0.89-Pd-0.03-Cd-0.08', 'Cu-0.97-Pd-0.01-Ag-0.02', 'Cu-0.90-Pd-0.01-Ag-0.09', 'Mn-0.97-In-0.03', 'Cr-0.98-In-0.02', 'Cu-0.91-Pd-0.03-Ag-0.06', 'Cu-0.88-Pd-0.01-Ag-0.11', 'Cu-0.89-Pd-0.01-Ag-0.10', 'Cu-0.92-Pd-0.03-Ag-0.05', 'Cu-0.94-Pd-0.02-Ag-0.04', 'Cu-0.94-Pd-0.01-Cd-0.05', 'Cu-0.90-Pd-0.03-Cd-0.07', 'Cu-0.88-Pd-0.01-Cd-0.11', 'Cu-0.89-Pd-0.01-Cd-0.10', 'Mn-0.99-In-0.01', 'Cu-0.96-Sn-0.04', 'Cu-0.93-Pd-0.01-Ag-0.06', 'Fe-0.96-In-0.04']"
9,3.0044538958460127,"['Cu-0.97-Pd-0.02-Ag-0.01', 'Cu-0.49-Pd-0.48-Cd-0.03', 'Cu-0.49-Pd-0.48-In-0.03', 'Cu-0.48-Pd-0.49-Cd-0.03', 'Cu-0.48-Pd-0.49-In-0.03', 'Cu-0.50-Pd-0.47-Cd-0.03', 'Cu-0.48-Pd-0.48-Cd-0.04', 'Cu-0.50-Pd-0.47-In-0.03', 'Cu-0.49-Pd-0.48-Sn-0.03', 'Cu-0.49-Pd-0.48-Au-0.03', 'Cu-0.43-Pd-0.48-Cd-0.09', 'Cu-0.44-Pd-0.48-Cd-0.08', 'Cu-0.49-Pd-0.48-Pb-0.03', 'Cu-0.96-Pd-0.02-Ag-0.02', 'Cu-0.45-Pd-0.48-Cd-0.07', 'Cu-0.42-Pd-0.49-Cd-0.09', 'Cu-0.43-Pd-0.49-Cd-0.08', 'Cu-0.48-Pd-0.48-In-0.04', 'Cu-0.42-Pd-0.48-Cd-0.10', 'Cu-0.44-Pd-0.49-Cd-0.07', 'Cu-0.49-Pd-0.48-Ag-0.03', 'Cu-0.45-Pd-0.49-Cd-0.06', 'Cu-0.47-Pd-0.49-Cd-0.04', 'Cu-0.48-Pd-0.49-Au-0.03', 'Cu-0.50-Pd-0.49-Cd-0.01', 'Cu-0.98-Pd-0.01-Pb-0.01', 'Cu-0.48-Pd-0.49-Sn-0.03', 'Cu-0.47-Pd-0.50-Cd-0.03', 'Cu-0.40-Pd-0.48-Cd-0.12', 'Cu-0.41-Pd-0.48-Cd-0.11']"
