iteration,max_value,screened_compositions
0,1.6287012100607678,"['Cu-0.31-Pd-0.62-Pb-0.07', 'Cu-0.35-Pd-0.53-In-0.12', 'Cu-0.18-Pd-0.55-Pb-0.27', 'Cu-0.02-Pd-0.54-Ag-0.44', 'Cu-0.08-Pd-0.81-Cd-0.11', 'Cu-0.14-Pd-0.74-In-0.12', 'Cu-0.20-Pd-0.53-Pb-0.27', 'Cu-0.08-Pd-0.85-Pb-0.07', 'Cu-0.28-Pd-0.53-Pb-0.19', 'Cu-0.32-Pd-0.63-Sn-0.05', 'Cu-0.10-Pd-0.75-Sn-0.15', 'Cu-0.05-Pd-0.72-Cd-0.23', 'Cu-0.18-Pd-0.52-Cd-0.30', 'Cu-0.10-Pd-0.79-Cd-0.11', 'Cu-0.04-Pd-0.79-Sn-0.17', 'Cu-0.09-Pd-0.76-In-0.15', 'Cu-0.05-Pd-0.54-In-0.41', 'Cu-0.01-Pd-0.52-Cd-0.47', 'Cu-0.06-Pd-0.77-Sn-0.17', 'Cu-0.31-Pd-0.64-Ag-0.05', 'Cu-0.02-Pd-0.79-Ag-0.19', 'Cu-0.26-Pd-0.68-Cd-0.06', 'Cu-0.10-Pd-0.67-In-0.23', 'Cu-0.11-Pd-0.88-Sn-0.01', 'Cu-0.17-Pd-0.63-In-0.20', 'Cu-0.21-Pd-0.57-Cd-0.22', 'Cu-0.19-Pd-0.64-Pb-0.17', 'Cu-0.12-Pd-0.64-Ag-0.24', 'Cu-0.30-Pd-0.57-Sn-0.13', 'Cu-0.04-Pd-0.87-Pb-0.09']"
1,1.8484407302357593,"['Cu-0.56-Ag-0.11-Cd-0.33', 'Cu-0.60-Ag-0.07-Cd-0.33', 'Cu-0.59-Ag-0.06-Cd-0.35', 'Cu-0.52-Ag-0.10-Cd-0.38', 'Cu-0.52-Ag-0.04-Cd-0.44', 'Cu-0.61-Ag-0.04-Cd-0.35', 'Cu-0.55-Ag-0.15-Cd-0.30', 'Cu-0.58-Ag-0.05-Cd-0.37', 'Cu-0.53-Ag-0.06-Cd-0.41', 'Cu-0.63-Ag-0.07-Cd-0.30', 'Cu-0.55-Ag-0.07-Cd-0.38', 'Cu-0.55-Ag-0.05-Cd-0.40', 'Cu-0.51-Ag-0.18-Cd-0.31', 'Cu-0.57-Ag-0.11-Cd-0.32', 'Cu-0.67-Ag-0.01-Cd-0.32', 'Cu-0.62-Ag-0.02-Cd-0.36', 'Cu-0.60-Ag-0.03-Cd-0.37', 'Cu-0.52-Ag-0.16-Cd-0.32', 'Cu-0.58-Ag-0.08-Cd-0.34', 'Cu-0.61-Ag-0.06-Cd-0.33', 'Cu-0.61-Ag-0.03-Cd-0.36', 'Cu-0.53-Ag-0.08-Cd-0.39', 'Cu-0.54-Ag-0.04-Cd-0.42', 'Cu-0.51-Ag-0.04-Cd-0.45', 'Cu-0.53-Ag-0.16-Cd-0.31', 'Cu-0.51-Ag-0.08-Cd-0.41', 'Cu-0.56-Ag-0.09-Cd-0.35', 'Cu-0.53-Ag-0.02-Cd-0.45', 'Cu-0.56-Ag-0.10-Cd-0.34', 'Cu-0.58-Ag-0.04-Cd-0.38']"
2,1.8484407302357593,"['Cu-0.50-Sn-0.04-Au-0.46', 'Cu-0.35-Sn-0.04-Au-0.61', 'Cu-0.36-Sn-0.04-Au-0.60', 'Cu-0.37-Sn-0.04-Au-0.59', 'Cu-0.38-Sn-0.04-Au-0.58', 'Cu-0.39-Sn-0.04-Au-0.57', 'Cu-0.40-Sn-0.04-Au-0.56', 'Cu-0.41-Sn-0.04-Au-0.55', 'Cu-0.42-Sn-0.04-Au-0.54', 'Cu-0.43-Sn-0.04-Au-0.53', 'Cu-0.44-Sn-0.04-Au-0.52', 'Cu-0.45-Sn-0.04-Au-0.51', 'Cu-0.46-Sn-0.04-Au-0.50', 'Cu-0.47-Sn-0.04-Au-0.49', 'Cu-0.48-Sn-0.04-Au-0.48', 'Cu-0.49-Sn-0.04-Au-0.47', 'Cu-0.32-Sn-0.04-Au-0.64', 'Cu-0.33-Sn-0.04-Au-0.63', 'Cu-0.34-Sn-0.04-Au-0.62', 'Cu-0.31-Sn-0.04-Au-0.65', 'Cu-0.30-Sn-0.04-Au-0.66', 'Cu-0.19-Sn-0.04-Au-0.77', 'Cu-0.24-Sn-0.04-Au-0.72', 'Cu-0.25-Sn-0.04-Au-0.71', 'Cu-0.22-Sn-0.04-Au-0.74', 'Cu-0.23-Sn-0.04-Au-0.73', 'Cu-0.27-Sn-0.04-Au-0.69', 'Cu-0.26-Sn-0.04-Au-0.70', 'Cu-0.21-Sn-0.04-Au-0.75', 'Cu-0.18-Sn-0.04-Au-0.78']"
3,1.8484407302357593,"['Cu-0.54-Pd-0.01-In-0.45', 'Cu-0.53-Pd-0.01-In-0.46', 'Cu-0.54-Pd-0.02-In-0.44', 'Cu-0.52-Pd-0.01-In-0.47', 'Cu-0.53-Pd-0.02-In-0.45', 'Cu-0.52-Pd-0.02-In-0.46', 'Cu-0.52-Pd-0.01-Cd-0.47', 'Cu-0.54-Pd-0.01-Cd-0.45', 'Cu-0.53-Pd-0.01-Cd-0.46', 'Cu-0.55-Pd-0.01-In-0.44', 'Cu-0.53-Pd-0.02-Cd-0.45', 'Cu-0.52-Pd-0.02-Cd-0.46', 'Cu-0.54-Pd-0.02-Cd-0.44', 'Cu-0.51-Pd-0.01-In-0.48', 'Cu-0.53-Pd-0.03-In-0.44', 'Cu-0.50-Pd-0.01-In-0.49', 'Cu-0.54-Pd-0.03-In-0.43', 'Cu-0.52-Pd-0.03-In-0.45', 'Cu-0.54-Pd-0.04-In-0.42', 'Cu-0.55-Pd-0.02-In-0.43', 'Cu-0.52-Pd-0.04-In-0.44', 'Cu-0.53-Pd-0.04-In-0.43', 'Cu-0.51-Pd-0.02-In-0.47', 'Cu-0.47-Pd-0.01-In-0.52', 'Cu-0.46-Pd-0.01-In-0.53', 'Cu-0.50-Pd-0.02-In-0.48', 'Cu-0.49-Pd-0.01-In-0.50', 'Cu-0.48-Pd-0.01-In-0.51', 'Cu-0.58-Pd-0.01-In-0.41', 'Cu-0.49-Pd-0.02-In-0.49']"
4,1.8484407302357593,"['Co-0.54-Cu-0.04-Cd-0.42', 'Co-0.54-Cu-0.04-Zn-0.42', 'Co-0.54-Cu-0.02-Zn-0.44', 'Co-0.54-Cu-0.04-In-0.42', 'Co-0.54-Cu-0.03-Zn-0.43', 'Co-0.53-Cu-0.04-Zn-0.43', 'Co-0.53-Cu-0.02-Zn-0.45', 'Co-0.53-Cu-0.03-Zn-0.44', 'Co-0.52-Cu-0.02-Zn-0.46', 'Co-0.52-Cu-0.04-Zn-0.44', 'Co-0.54-Cu-0.03-Cd-0.43', 'Co-0.54-Cu-0.03-In-0.43', 'Co-0.54-Pd-0.04-Cd-0.42', 'Co-0.51-Cu-0.02-Zn-0.47', 'Co-0.49-Cu-0.02-Zn-0.49', 'Co-0.50-Cu-0.02-Zn-0.48', 'Co-0.47-Cu-0.02-Zn-0.51', 'Co-0.48-Cu-0.02-Zn-0.50', 'Co-0.46-Cu-0.02-Zn-0.52', 'Co-0.53-Cu-0.04-Cd-0.43', 'Co-0.52-Cu-0.03-Zn-0.45', 'Co-0.54-Pd-0.04-In-0.42', 'Co-0.51-Cu-0.04-Zn-0.45', 'Co-0.51-Cu-0.03-Zn-0.46', 'Co-0.53-Cu-0.04-In-0.43', 'Co-0.49-Cu-0.03-Zn-0.48', 'Co-0.50-Cu-0.03-Zn-0.47', 'Co-0.50-Cu-0.04-Zn-0.46', 'Co-0.46-Cu-0.03-Zn-0.51', 'Co-0.47-Cu-0.03-Zn-0.50']"
5,1.8484407302357593,"['Mn-0.50-Cd-0.02-In-0.48', 'Mn-0.53-Cd-0.02-In-0.45', 'Mn-0.48-Cd-0.02-In-0.50', 'Mn-0.51-Cd-0.02-In-0.47', 'Mn-0.49-Cd-0.02-In-0.49', 'Mn-0.52-Cd-0.02-In-0.46', 'Mn-0.47-Cd-0.02-In-0.51', 'Mn-0.46-Cd-0.02-In-0.52', 'Mn-0.50-Cd-0.01-In-0.49', 'Cu-0.51-Ag-0.03-In-0.46', 'Mn-0.49-Cd-0.01-In-0.50', 'Mn-0.51-Cd-0.01-In-0.48', 'Mn-0.48-Cd-0.01-In-0.51', 'Mn-0.53-Cd-0.02-Pb-0.45', 'Mn-0.54-Cd-0.02-In-0.44', 'Mn-0.52-Cd-0.01-In-0.47', 'Mn-0.51-Cd-0.02-Pb-0.47', 'Mn-0.46-Cd-0.01-In-0.53', 'Mn-0.47-Cd-0.01-In-0.52', 'Mn-0.52-Cd-0.02-Pb-0.46', 'Mn-0.50-Cd-0.02-Pb-0.48', 'Mn-0.53-Cd-0.01-In-0.46', 'Mn-0.48-Cd-0.02-Pb-0.50', 'Mn-0.49-Cd-0.02-Pb-0.49', 'Mn-0.47-Cd-0.02-Pb-0.51', 'Mn-0.46-Cd-0.02-Pb-0.52', 'Mn-0.51-Cd-0.01-Pb-0.48', 'Mn-0.44-Cd-0.02-In-0.54', 'Mn-0.54-Cd-0.01-In-0.45', 'Mn-0.50-Cd-0.01-Pb-0.49']"
6,1.8484407302357593,"['Cu-0.45-Cd-0.03-In-0.52', 'Cu-0.45-Cd-0.02-In-0.53', 'Cu-0.44-Cd-0.03-In-0.53', 'Cu-0.45-Cd-0.01-In-0.54', 'Cu-0.48-Cd-0.03-In-0.49', 'Cu-0.47-Cd-0.03-In-0.50', 'Cu-0.44-Cd-0.02-In-0.54', 'Cu-0.49-Cd-0.03-In-0.48', 'Cu-0.51-Cd-0.03-In-0.46', 'Cu-0.46-Cd-0.03-In-0.51', 'Cu-0.52-Cd-0.03-In-0.45', 'Cu-0.53-Cd-0.03-In-0.44', 'Cu-0.48-Cd-0.02-In-0.50', 'Cu-0.45-Cd-0.04-In-0.51', 'Cu-0.43-Cd-0.03-In-0.54', 'Cu-0.49-Cd-0.02-In-0.49', 'Cu-0.48-Ag-0.52', 'Cu-0.50-Cd-0.03-In-0.47', 'Cu-0.46-Cd-0.02-In-0.52', 'Cu-0.51-Cd-0.02-In-0.47', 'Cu-0.54-Cd-0.03-In-0.43', 'Cu-0.47-Cd-0.02-In-0.51', 'Cu-0.53-Cd-0.02-In-0.45', 'Cu-0.52-Cd-0.02-In-0.46', 'Cu-0.49-Ag-0.51', 'Cu-0.51-Cd-0.01-In-0.48', 'Cu-0.45-Cd-0.05-In-0.50', 'Cu-0.53-Cd-0.01-In-0.46', 'Cu-0.44-Cd-0.01-In-0.55', 'Cu-0.47-Ag-0.53']"
7,1.8484407302357593,"['Cu-0.50-Ag-0.04-Sn-0.46', 'Cu-0.50-Ag-0.03-Sn-0.47', 'Cu-0.48-Ag-0.04-Sn-0.48', 'Cu-0.49-Ag-0.04-Sn-0.47', 'Cu-0.50-Ag-0.04-Cd-0.46', 'Cu-0.46-Ag-0.04-Sn-0.50', 'Cu-0.48-Ag-0.03-Sn-0.49', 'Cu-0.49-Ag-0.03-Sn-0.48', 'Cu-0.47-Ag-0.04-Sn-0.49', 'Cu-0.46-Ag-0.03-Sn-0.51', 'Cu-0.50-Ag-0.03-Cd-0.47', 'Cu-0.47-Ag-0.03-Sn-0.50', 'Cu-0.45-Ag-0.04-Sn-0.51', 'Cu-0.46-Ag-0.04-Cd-0.50', 'Cu-0.49-Ag-0.04-Cd-0.47', 'Cu-0.48-Ag-0.04-Cd-0.48', 'Cu-0.47-Ag-0.04-Cd-0.49', 'Cu-0.46-Ag-0.03-Cd-0.51', 'Cu-0.49-Ag-0.03-Cd-0.48', 'Cu-0.45-Ag-0.03-Sn-0.52', 'Cu-0.47-Ag-0.03-Cd-0.50', 'Cu-0.48-Ag-0.03-Cd-0.49', 'Cu-0.50-Ag-0.04-Au-0.46', 'Cu-0.44-Ag-0.04-Sn-0.52', 'Cu-0.45-Ag-0.04-Cd-0.51', 'Cu-0.50-Ag-0.05-Sn-0.45', 'Cu-0.50-Ag-0.05-Cd-0.45', 'Cu-0.51-Ag-0.03-Cd-0.46', 'Cu-0.50-Ag-0.06-Sn-0.44', 'Cu-0.50-Ag-0.06-Cd-0.44']"
8,2.3810830506953904,"['Cu-0.96-Pd-0.04', 'Cu-0.97-Pd-0.03', 'Cu-0.98-Pd-0.02', 'Cu-0.99-Pd-0.01', 'Cu-0.95-Pd-0.05', 'Cu-0.51-Pd-0.49', 'Cu-0.52-Pd-0.48', 'Cu-0.53-Pd-0.47', 'Cu-0.54-Pd-0.46', 'Cu-0.94-Pd-0.06', 'Cu-0.92-Pd-0.08', 'Cu-0.93-Pd-0.07', 'Cu-0.49-Pd-0.51', 'Cu-0.63-Pd-0.37', 'Cu-0.64-Pd-0.36', 'Cu-0.65-Pd-0.35', 'Cu-0.66-Pd-0.34', 'Cu-0.47-Pd-0.53', 'Cu-0.48-Pd-0.52', 'Cu-0.68-Pd-0.32', 'Cu-0.72-Pd-0.28', 'Cu-0.79-Pd-0.21', 'Cu-0.70-Pd-0.30', 'Cu-0.71-Pd-0.29', 'Cu-0.73-Pd-0.27', 'Cu-0.77-Pd-0.23', 'Cu-0.80-Pd-0.20', 'Cu-0.81-Pd-0.19', 'Cu-0.75-Pd-0.25', 'Cu-0.74-Pd-0.26']"
9,2.899596808769319,"['Cu-0.97-Ag-0.03', 'Cu-0.98-Ag-0.02', 'Cu-0.96-Ag-0.04', 'Cu-0.99-Ag-0.01', 'Cu-0.96-Ag-0.03-In-0.01', 'Cu-0.96-Ag-0.02-In-0.02', 'Cu-0.96-Ag-0.03-Au-0.01', 'Cu-0.97-Ag-0.02-In-0.01', 'Cu-0.96-Ag-0.02-Au-0.02', 'Cu-0.96-Ag-0.03-Cd-0.01', 'Cu-0.98-Ag-0.01-In-0.01', 'Cu-0.96-Ag-0.03-Sn-0.01', 'Cu-0.97-Ag-0.01-In-0.02', 'Cu-0.96-Ag-0.01-In-0.03', 'Cu-0.96-Pd-0.03-Ag-0.01', 'Cu-0.96-Ag-0.03-Pb-0.01', 'Cu-0.96-Ag-0.02-Cd-0.02', 'Cu-0.97-Ag-0.02-Au-0.01', 'Cu-0.96-Ag-0.02-Sn-0.02', 'Cu-0.96-Ag-0.01-Au-0.03', 'Cu-0.97-Pd-0.02-Ag-0.01', 'Cu-0.97-Ag-0.02-Cd-0.01', 'Cu-0.96-Pd-0.03-Sn-0.01', 'Cu-0.97-Ag-0.02-Pb-0.01', 'Cu-0.96-Ag-0.02-Pb-0.02', 'Cu-0.97-Ag-0.02-Sn-0.01', 'Cu-0.96-Pd-0.02-Ag-0.02', 'Cu-0.96-Pd-0.03-In-0.01', 'Cu-0.96-Pd-0.03-Cd-0.01', 'Cu-0.98-Ag-0.01-Au-0.01']"
